400 48000
398 43 34
155 153 98
153 155 98
337 148 6
148 337 6
69 6 27
6 69 27
79 32 52
32 79 52
201 10 48
10 201 48
86 128 5
128 86 5
225 53 17
53 225 17
170 387 27
387 170 27
121 275 59
275 121 59
69 319 57
319 69 57
155 26 62
26 155 62
385 269 38
269 385 38
64 254 42
254 64 42
217 264 91
264 217 91
303 344 48
344 303 48
81 397 65
397 81 65
203 336 44
336 203 44
325 212 3
212 325 3
346 83 12
83 346 12
101 61 75
61 101 75
90 17 13
17 90 13
311 255 30
255 311 30
147 381 40
381 147 40
3 325 88
325 3 88
84 323 5
323 84 5
239 211 1
211 239 1
164 23 4
23 164 4
110 106 69
106 110 69
163 167 96
167 163 96
169 96 86
96 169 86
186 9 97
9 186 97
41 291 15
291 41 15
139 39 96
39 139 96
79 42 74
42 79 74
197 77 17
77 197 17
8 379 34
379 8 34
96 42 56
42 96 56
260 162 52
162 260 52
238 216 19
216 238 19
88 209 63
209 88 63
55 348 2
348 55 2
51 380 96
380 51 96
277 152 26
152 277 26
26 229 43
229 26 43
35 160 29
160 35 29
371 48 26
48 371 26
13 4 38
4 13 38
127 257 67
257 127 67
337 47 35
47 337 35
157 87 45
87 157 45
220 142 45
142 220 45
274 146 25
146 274 25
322 23 77
23 322 77
48 50 59
50 48 59
43 37 19
37 43 19
73 8 19
8 73 19
151 373 24
373 151 24
89 53 33
53 89 33
8 390 80
390 8 80
96 99 68
99 96 68
41 319 62
319 41 62
238 145 8
145 238 8
16 67 84
67 16 84
393 67 34
67 393 34
104 111 23
111 104 23
24 136 83
136 24 83
343 287 56
287 343 56
219 328 9
328 219 9
352 288 0
288 352 0
133 384 99
384 133 99
353 377 71
377 353 71
315 216 68
216 315 68
376 232 88
232 376 88
255 146 82
146 255 82
318 269 58
269 318 58
54 352 53
352 54 53
293 360 73
360 293 73
173 70 77
70 173 77
62 122 62
122 62 62
398 273 15
273 398 15
183 144 17
144 183 17
111 376 5
376 111 5
171 105 12
105 171 12
283 138 97
138 283 97
337 90 51
90 337 51
183 50 76
50 183 76
308 72 5
72 308 5
370 146 68
146 370 68
369 372 35
372 369 35
297 220 70
220 297 70
41 237 81
237 41 81
369 394 4
394 369 4
74 359 73
359 74 73
14 242 63
242 14 63
211 131 53
131 211 53
114 314 56
314 114 56
342 223 80
223 342 80
48 145 27
145 48 27
116 66 51
66 116 51
51 363 71
363 51 71
61 255 73
255 61 73
7 112 0
112 7 0
366 285 14
285 366 14
208 101 77
101 208 77
292 54 92
54 292 92
206 362 86
362 206 86
381 343 34
343 381 34
79 70 2
70 79 2
145 73 54
73 145 54
109 344 80
344 109 80
65 357 35
357 65 35
391 365 47
365 391 47
185 357 44
357 185 44
238 86 36
86 238 36
292 378 94
378 292 94
255 165 28
165 255 28
198 351 7
351 198 7
220 254 52
254 220 52
293 160 13
160 293 13
189 140 31
140 189 31
147 375 74
375 147 74
217 347 12
347 217 12
126 343 50
343 126 50
212 279 94
279 212 94
143 374 1
374 143 1
260 354 51
354 260 51
211 61 71
61 211 71
164 225 31
225 164 31
306 365 14
365 306 14
288 69 20
69 288 20
57 368 84
368 57 84
135 312 86
312 135 86
299 191 80
191 299 80
42 117 34
117 42 34
302 71 85
71 302 85
66 84 57
84 66 57
83 350 73
350 83 73
261 33 79
33 261 79
226 47 84
47 226 84
71 287 5
287 71 5
143 344 74
344 143 74
227 31 86
31 227 86
65 330 29
330 65 29
398 325 47
325 398 47
232 179 70
179 232 70
117 245 55
245 117 55
226 329 5
329 226 5
100 190 90
190 100 90
231 368 37
368 231 37
368 392 24
392 368 24
220 299 15
299 220 15
251 337 32
337 251 32
181 167 30
167 181 30
106 114 62
114 106 62
286 36 32
36 286 32
83 91 58
91 83 58
110 154 38
154 110 38
294 75 75
75 294 75
214 19 51
19 214 51
339 106 71
106 339 71
191 373 74
373 191 74
128 306 56
306 128 56
295 236 14
236 295 14
52 398 35
398 52 35
88 41 45
41 88 45
52 42 56
42 52 56
159 80 2
80 159 2
234 108 68
108 234 68
205 11 7
11 205 7
311 183 98
183 311 98
285 157 79
157 285 79
191 265 74
265 191 74
336 282 36
282 336 36
286 17 24
17 286 24
327 115 77
115 327 77
369 323 36
323 369 36
2 25 22
25 2 22
62 293 27
293 62 27
190 256 3
256 190 3
82 218 31
218 82 31
8 150 15
150 8 15
252 182 54
182 252 54
376 62 69
62 376 69
392 41 85
41 392 85
369 115 99
115 369 99
73 266 85
266 73 85
329 221 60
221 329 60
247 255 31
255 247 31
31 264 81
264 31 81
246 112 65
112 246 65
50 295 71
295 50 71
27 309 40
309 27 40
132 292 32
292 132 32
126 230 1
230 126 1
241 229 15
229 241 15
134 21 84
21 134 84
355 233 83
233 355 83
163 264 14
264 163 14
379 397 13
397 379 13
91 115 63
115 91 63
338 186 42
186 338 42
247 327 75
327 247 75
92 11 53
11 92 53
322 113 94
113 322 94
103 380 82
380 103 82
103 94 22
94 103 22
289 77 37
77 289 37
105 44 16
44 105 16
103 257 7
257 103 7
170 72 46
72 170 46
308 315 45
315 308 45
235 242 37
242 235 37
199 295 11
295 199 11
264 141 15
141 264 15
244 224 25
224 244 25
311 279 19
279 311 19
285 168 48
168 285 48
22 274 92
274 22 92
138 329 1
329 138 1
297 99 74
99 297 74
43 7 41
7 43 41
389 195 83
195 389 83
378 346 30
346 378 30
290 210 71
210 290 71
257 6 95
6 257 95
182 269 75
269 182 75
153 154 95
154 153 95
169 198 18
198 169 18
50 99 16
99 50 16
101 25 11
25 101 11
109 218 52
218 109 52
256 253 31
253 256 31
321 364 55
364 321 55
178 370 2
370 178 2
312 240 29
240 312 29
17 346 25
346 17 25
170 75 94
75 170 94
368 293 97
293 368 97
20 361 98
361 20 98
397 73 59
73 397 59
216 125 15
125 216 15
69 205 81
205 69 81
385 60 59
60 385 59
23 148 92
148 23 92
40 94 69
94 40 69
163 121 15
121 163 15
131 367 12
367 131 12
103 328 11
328 103 11
101 353 70
353 101 70
269 31 38
31 269 38
290 139 59
139 290 59
95 121 45
121 95 45
155 232 53
232 155 53
270 208 53
208 270 53
214 200 99
200 214 99
235 363 21
363 235 21
150 47 40
47 150 40
363 102 20
102 363 20
126 203 74
203 126 74
396 24 57
24 396 57
148 246 62
246 148 62
221 343 70
343 221 70
6 348 92
348 6 92
214 101 6
101 214 6
366 252 41
252 366 41
330 173 43
173 330 43
329 365 6
365 329 6
31 86 32
86 31 32
81 163 69
163 81 69
167 78 69
78 167 69
365 393 91
393 365 91
260 63 97
63 260 97
160 355 63
355 160 63
261 13 29
13 261 29
114 306 11
306 114 11
239 349 92
349 239 92
157 356 24
356 157 24
243 40 63
40 243 63
355 121 26
121 355 26
76 241 57
241 76 57
345 158 50
158 345 50
388 19 13
19 388 13
368 300 93
300 368 93
333 82 59
82 333 59
239 193 50
193 239 50
7 96 62
96 7 62
202 137 77
137 202 77
155 185 3
185 155 3
112 83 62
83 112 62
14 71 33
71 14 33
379 109 64
109 379 64
299 9 9
9 299 9
232 43 20
43 232 20
71 189 23
189 71 23
260 327 30
327 260 30
356 41 33
41 356 33
45 318 42
318 45 42
80 211 38
211 80 38
163 325 52
325 163 52
234 10 84
10 234 84
343 227 83
227 343 83
305 36 16
36 305 16
239 89 32
89 239 32
51 16 14
16 51 14
360 57 99
57 360 99
342 165 53
165 342 53
22 377 91
377 22 91
185 254 95
254 185 95
371 265 79
265 371 79
267 44 15
44 267 15
172 32 83
32 172 83
72 241 22
241 72 22
162 25 74
25 162 74
130 240 34
240 130 34
140 239 91
239 140 91
67 133 57
133 67 57
372 107 86
107 372 86
63 292 40
292 63 40
211 216 57
216 211 57
42 83 53
83 42 53
257 255 86
255 257 86
240 279 79
279 240 79
15 393 5
393 15 5
289 76 97
76 289 97
75 216 36
216 75 36
266 235 22
235 266 22
223 208 29
208 223 29
61 223 74
223 61 74
154 34 90
34 154 90
111 77 73
77 111 73
17 286 80
286 17 80
3 127 11
127 3 11
182 94 57
94 182 57
387 383 33
383 387 33
336 10 49
10 336 49
173 276 36
276 173 36
95 52 44
52 95 44
220 350 19
350 220 19
254 40 31
40 254 31
283 165 0
165 283 0
170 97 3
97 170 3
249 309 37
309 249 37
343 66 77
66 343 77
278 299 13
299 278 13
288 300 86
300 288 86
116 88 33
88 116 33
120 85 62
85 120 62
186 305 12
305 186 12
5 159 5
159 5 5
288 395 70
395 288 70
188 165 68
165 188 68
91 366 29
366 91 29
129 261 95
261 129 95
106 91 46
91 106 46
19 331 98
331 19 98
58 47 86
47 58 86
143 120 71
120 143 71
28 370 11
370 28 11
200 135 97
135 200 97
388 300 17
300 388 17
32 218 46
218 32 46
113 79 93
79 113 93
171 170 91
170 171 91
142 53 41
53 142 41
152 100 28
100 152 28
296 220 51
220 296 51
153 78 80
78 153 80
75 390 20
390 75 20
55 0 30
0 55 30
307 169 14
169 307 14
77 168 27
168 77 27
156 13 98
13 156 98
278 5 93
5 278 93
283 346 45
346 283 45
383 326 93
326 383 93
156 30 99
30 156 99
234 162 74
162 234 74
176 34 77
34 176 77
318 41 77
41 318 77
49 348 98
348 49 98
115 25 66
25 115 66
343 133 80
133 343 80
293 363 37
363 293 37
386 246 83
246 386 83
184 181 62
181 184 62
277 289 44
289 277 44
76 76 0
76 76 0
206 351 52
351 206 52
192 328 71
328 192 71
172 133 55
133 172 55
174 182 95
182 174 95
54 76 58
76 54 58
291 14 56
14 291 56
26 198 89
198 26 89
40 76 31
76 40 31
84 104 7
104 84 7
242 55 11
55 242 11
34 335 34
335 34 34
219 144 58
144 219 58
352 52 46
52 352 46
80 257 32
257 80 32
108 367 23
367 108 23
123 275 1
275 123 1
273 317 42
317 273 42
178 6 7
6 178 7
373 13 18
13 373 18
359 349 53
349 359 53
179 45 11
45 179 11
131 97 9
97 131 9
146 275 90
275 146 90
50 323 82
323 50 82
173 198 84
198 173 84
399 115 78
115 399 78
300 315 56
315 300 56
129 272 41
272 129 41
41 173 46
173 41 46
220 218 9
218 220 9
303 268 71
268 303 71
49 143 13
143 49 13
5 251 63
251 5 63
389 78 69
78 389 69
388 146 47
146 388 47
4 147 36
147 4 36
229 126 92
126 229 92
227 298 62
298 227 62
236 202 30
202 236 30
107 203 74
203 107 74
272 160 77
160 272 77
136 40 10
40 136 10
125 71 32
71 125 32
113 217 79
217 113 79
235 52 18
52 235 18
273 71 47
71 273 47
351 215 74
215 351 74
250 178 63
178 250 63
222 207 34
207 222 34
95 368 11
368 95 11
231 360 74
360 231 74
308 31 6
31 308 6
373 200 37
200 373 37
326 383 25
383 326 25
331 301 98
301 331 98
149 170 27
170 149 27
351 300 90
300 351 90
355 260 13
260 355 13
163 147 60
147 163 60
191 395 84
395 191 84
51 27 42
27 51 42
24 179 32
179 24 32
302 162 57
162 302 57
233 16 55
16 233 55
140 369 56
369 140 56
310 296 8
296 310 8
162 387 63
387 162 63
374 252 78
252 374 78
121 212 13
212 121 13
332 355 9
355 332 9
368 6 88
6 368 88
263 382 67
382 263 67
295 284 82
284 295 82
252 70 50
70 252 50
119 215 72
215 119 72
15 23 86
23 15 86
354 139 60
139 354 60
206 17 34
17 206 34
370 283 18
283 370 18
325 192 86
192 325 86
283 80 49
80 283 49
265 99 96
99 265 96
48 124 31
124 48 31
359 286 50
286 359 50
175 310 66
310 175 66
150 96 72
96 150 72
241 208 79
208 241 79
259 394 49
394 259 49
142 112 27
112 142 27
286 151 10
151 286 10
366 100 28
100 366 28
65 297 82
297 65 82
299 297 58
297 299 58
330 257 44
257 330 44
33 384 54
384 33 54
151 86 2
86 151 2
223 328 62
328 223 62
54 139 57
139 54 57
304 233 69
233 304 69
383 119 20
119 383 20
345 37 73
37 345 73
365 236 80
236 365 80
161 269 64
269 161 64
267 20 51
20 267 51
21 243 79
243 21 79
384 298 70
298 384 70
341 154 3
154 341 3
362 89 22
89 362 22
183 34 59
34 183 59
8 160 13
160 8 13
130 119 19
119 130 19
53 37 55
37 53 55
234 198 24
198 234 24
398 18 96
18 398 96
91 332 23
332 91 23
341 202 16
202 341 16
47 305 79
305 47 79
14 123 38
123 14 38
22 283 4
283 22 4
104 354 23
354 104 23
157 391 30
391 157 30
391 142 6
142 391 6
342 160 2
160 342 2
143 199 93
199 143 93
187 230 39
230 187 39
234 136 70
136 234 70
371 215 84
215 371 84
94 106 58
106 94 58
329 262 62
262 329 62
283 237 72
237 283 72
227 267 15
267 227 15
369 173 57
173 369 57
129 375 1
375 129 1
328 220 29
220 328 29
103 359 11
359 103 11
195 194 47
194 195 47
165 117 15
117 165 15
102 163 73
163 102 73
60 44 35
44 60 35
75 279 72
279 75 72
199 106 91
106 199 91
314 75 64
75 314 64
372 156 91
156 372 91
125 37 63
37 125 63
123 317 87
317 123 87
317 17 53
17 317 53
107 149 57
149 107 57
72 116 93
116 72 93
179 7 60
7 179 60
206 71 32
71 206 32
363 14 9
14 363 9
0 177 15
177 0 15
84 380 69
380 84 69
101 385 55
385 101 55
385 92 56
92 385 56
242 211 49
211 242 49
286 358 74
358 286 74
2 303 5
303 2 5
361 163 11
163 361 11
384 347 26
347 384 26
398 256 78
256 398 78
128 23 23
23 128 23
380 108 3
108 380 3
150 161 40
161 150 40
284 114 41
114 284 41
47 115 28
115 47 28
357 141 82
141 357 82
261 346 96
346 261 96
24 310 80
310 24 80
31 180 67
180 31 67
159 156 90
156 159 90
245 241 77
241 245 77
37 51 76
51 37 76
321 165 18
165 321 18
320 232 98
232 320 98
332 139 72
139 332 72
28 115 82
115 28 82
61 39 71
39 61 71
92 172 38
172 92 38
203 280 80
280 203 80
342 96 77
96 342 77
136 73 66
73 136 66
187 150 87
150 187 87
304 120 59
120 304 59
136 270 37
270 136 37
62 202 28
202 62 28
335 183 44
183 335 44
117 196 35
196 117 35
88 288 59
288 88 59
78 91 39
91 78 39
10 385 35
385 10 35
161 305 60
305 161 60
263 344 64
344 263 64
383 304 1
304 383 1
253 141 15
141 253 15
7 70 50
70 7 50
142 66 20
66 142 20
338 53 60
53 338 60
178 213 91
213 178 91
221 204 53
204 221 53
207 340 93
340 207 93
280 53 50
53 280 50
141 316 95
316 141 95
305 299 51
299 305 51
158 104 44
104 158 44
26 63 66
63 26 66
276 206 32
206 276 32
148 96 38
96 148 38
109 275 51
275 109 51
52 96 55
96 52 55
5 255 47
255 5 47
50 88 0
88 50 0
1 181 16
181 1 16
248 38 67
38 248 67
399 149 23
149 399 23
243 175 39
175 243 39
110 3 97
3 110 97
394 152 93
152 394 93
332 213 20
213 332 20
35 265 17
265 35 17
343 222 24
222 343 24
190 273 64
273 190 64
74 336 31
336 74 31
73 85 6
85 73 6
268 260 45
260 268 45
330 263 42
263 330 42
277 367 88
367 277 88
161 132 8
132 161 8
197 349 77
349 197 77
140 172 54
172 140 54
282 397 18
397 282 18
116 89 97
89 116 97
322 137 26
137 322 26
190 349 24
349 190 24
73 164 18
164 73 18
302 132 6
132 302 6
63 216 67
216 63 67
260 166 96
166 260 96
352 290 50
290 352 50
187 287 69
287 187 69
64 110 37
110 64 37
153 7 89
7 153 89
25 329 78
329 25 78
96 191 46
191 96 46
398 275 53
275 398 53
62 92 72
92 62 72
274 210 68
210 274 68
179 100 19
100 179 19
366 387 40
387 366 40
382 97 29
97 382 29
136 56 18
56 136 18
396 365 60
365 396 60
375 393 57
393 375 57
166 140 7
140 166 7
21 86 17
86 21 17
296 296 0
296 296 0
137 27 96
27 137 96
308 345 35
345 308 35
348 327 84
327 348 84
277 15 40
15 277 40
147 177 29
177 147 29
95 94 89
94 95 89
70 88 46
88 70 46
189 180 6
180 189 6
183 25 27
25 183 27
269 394 75
394 269 75
117 131 2
131 117 2
65 40 99
40 65 99
0 340 27
340 0 27
336 170 42
170 336 42
376 269 71
269 376 71
257 365 18
365 257 18
146 387 6
387 146 6
45 176 86
176 45 86
351 359 63
359 351 63
278 180 57
180 278 57
54 249 88
249 54 88
208 314 80
314 208 80
308 266 73
266 308 73
243 329 82
329 243 82
112 53 39
53 112 39
29 271 86
271 29 86
17 129 83
129 17 83
193 215 34
215 193 34
105 230 64
230 105 64
237 287 18
287 237 18
87 27 79
27 87 79
353 208 87
208 353 87
172 281 74
281 172 74
326 76 55
76 326 55
9 140 8
140 9 8
300 170 31
170 300 31
386 187 60
187 386 60
21 332 27
332 21 27
55 389 57
389 55 57
320 227 44
227 320 44
190 266 24
266 190 24
269 171 84
171 269 84
208 295 65
295 208 65
82 174 93
174 82 93
238 135 33
135 238 33
398 35 3
35 398 3
30 374 42
374 30 42
142 395 27
395 142 27
70 51 16
51 70 16
179 323 95
323 179 95
176 65 13
65 176 13
185 384 95
384 185 95
32 1 78
1 32 78
206 94 16
94 206 16
341 279 66
279 341 66
396 351 77
351 396 77
4 161 49
161 4 49
21 292 24
292 21 24
168 68 90
68 168 90
182 220 29
220 182 29
319 156 24
156 319 24
351 157 2
157 351 2
158 203 70
203 158 70
99 35 37
35 99 37
76 318 85
318 76 85
379 247 76
247 379 76
278 252 37
252 278 37
227 225 82
225 227 82
4 393 50
393 4 50
223 375 46
375 223 46
350 89 54
89 350 54
108 244 24
244 108 24
159 279 13
279 159 13
45 227 45
227 45 45
249 317 25
317 249 25
74 299 29
299 74 29
67 301 27
301 67 27
2 193 4
193 2 4
201 143 93
143 201 93
355 203 37
203 355 37
32 363 69
363 32 69
397 151 18
151 397 18
248 270 15
270 248 15
76 316 64
316 76 64
393 93 38
93 393 38
292 274 58
274 292 58
193 301 5
301 193 5
318 303 50
303 318 50
374 56 46
56 374 46
119 364 49
364 119 49
108 348 12
348 108 12
377 345 15
345 377 15
396 194 86
194 396 86
11 270 54
270 11 54
276 215 47
215 276 47
166 107 73
107 166 73
76 252 74
252 76 74
181 122 29
122 181 29
384 48 85
48 384 85
330 167 49
167 330 49
79 276 49
276 79 49
144 205 95
205 144 95
311 201 89
201 311 89
311 351 41
351 311 41
78 350 59
350 78 59
185 223 36
223 185 36
389 349 69
349 389 69
112 378 53
378 112 53
160 16 83
16 160 83
315 108 67
108 315 67
11 313 62
313 11 62
303 320 32
320 303 32
166 223 25
223 166 25
244 126 84
126 244 84
381 301 20
301 381 20
370 203 90
203 370 90
34 181 95
181 34 95
147 149 79
149 147 79
379 119 46
119 379 46
87 86 57
86 87 57
0 300 79
300 0 79
67 155 51
155 67 51
251 273 27
273 251 27
76 69 53
69 76 53
61 50 6
50 61 6
233 372 9
372 233 9
375 359 43
359 375 43
71 58 92
58 71 92
301 188 96
188 301 96
299 281 67
281 299 67
376 350 20
350 376 20
389 352 26
352 389 26
222 325 88
325 222 88
198 236 31
236 198 31
221 294 23
294 221 23
175 331 87
331 175 87
35 42 72
42 35 72
83 50 12
50 83 12
383 284 79
284 383 79
311 186 51
186 311 51
300 139 30
139 300 30
122 16 18
16 122 18
272 252 1
252 272 1
45 98 24
98 45 24
220 381 63
381 220 63
4 131 27
131 4 27
46 304 11
304 46 11
48 268 46
268 48 46
284 300 9
300 284 9
71 351 9
351 71 9
162 133 83
133 162 83
130 103 8
103 130 8
334 4 53
4 334 53
384 81 26
81 384 26
365 296 73
296 365 73
305 300 5
300 305 5
232 298 61
298 232 61
195 347 29
347 195 29
93 231 29
231 93 29
302 254 33
254 302 33
363 368 18
368 363 18
147 50 22
50 147 22
155 336 78
336 155 78
160 320 11
320 160 11
386 285 8
285 386 8
312 142 8
142 312 8
17 375 7
375 17 7
330 122 6
122 330 6
159 216 89
216 159 89
241 70 96
70 241 96
274 34 16
34 274 16
392 133 67
133 392 67
166 240 3
240 166 3
24 108 39
108 24 39
261 168 51
168 261 51
4 177 20
177 4 20
331 36 50
36 331 50
53 194 61
194 53 61
221 183 2
183 221 2
244 331 28
331 244 28
273 363 15
363 273 15
391 155 70
155 391 70
288 107 46
107 288 46
349 46 8
46 349 8
117 249 64
249 117 64
246 69 47
69 246 47
234 219 0
219 234 0
28 33 74
33 28 74
212 135 18
135 212 18
143 16 48
16 143 48
143 289 63
289 143 63
358 232 70
232 358 70
181 121 77
121 181 77
27 22 76
22 27 76
87 139 25
139 87 25
151 338 95
338 151 95
98 172 66
172 98 66
51 201 99
201 51 99
177 365 87
365 177 87
147 60 55
60 147 55
347 204 44
204 347 44
110 114 76
114 110 76
332 295 49
295 332 49
309 323 23
323 309 23
285 362 15
362 285 15
111 114 53
114 111 53
358 164 25
164 358 25
376 167 78
167 376 78
76 344 95
344 76 95
215 91 56
91 215 56
370 390 12
390 370 12
78 194 32
194 78 32
294 249 67
249 294 67
131 211 82
211 131 82
194 277 87
277 194 87
152 42 65
42 152 65
129 161 43
161 129 43
157 58 91
58 157 91
372 101 99
101 372 99
294 92 11
92 294 11
260 144 89
144 260 89
23 164 70
164 23 70
154 328 4
328 154 4
144 53 99
53 144 99
361 104 91
104 361 91
19 195 15
195 19 15
72 94 9
94 72 9
164 357 21
357 164 21
309 299 80
299 309 80
390 214 82
214 390 82
13 331 4
331 13 4
119 259 61
259 119 61
20 16 5
16 20 5
26 216 14
216 26 14
160 177 70
177 160 70
52 148 66
148 52 66
112 329 37
329 112 37
70 202 98
202 70 98
321 82 88
82 321 88
87 17 1
17 87 1
18 121 72
121 18 72
229 382 93
382 229 93
246 387 19
387 246 19
31 191 24
191 31 24
83 291 42
291 83 42
303 63 54
63 303 54
184 0 24
0 184 24
338 198 97
198 338 97
373 338 85
338 373 85
390 91 55
91 390 55
337 46 9
46 337 9
183 385 80
385 183 80
149 139 11
139 149 11
340 115 47
115 340 47
183 157 50
157 183 50
246 311 86
311 246 86
199 88 24
88 199 24
49 288 70
288 49 70
39 379 78
379 39 78
103 295 15
295 103 15
101 104 50
104 101 50
86 136 99
136 86 99
177 248 91
248 177 91
374 49 97
49 374 97
172 313 83
313 172 83
323 1 59
1 323 59
225 138 9
138 225 9
65 61 0
61 65 0
396 139 55
139 396 55
292 154 56
154 292 56
348 256 95
256 348 95
85 155 72
155 85 72
333 346 65
346 333 65
280 272 66
272 280 66
79 60 72
60 79 72
80 319 97
319 80 97
219 180 62
180 219 62
232 81 58
81 232 58
371 36 2
36 371 2
77 45 51
45 77 51
333 140 36
140 333 36
88 12 21
12 88 21
386 129 1
129 386 1
210 296 78
296 210 78
206 375 90
375 206 90
30 8 9
8 30 9
127 179 90
179 127 90
241 11 23
11 241 23
352 334 11
334 352 11
306 11 56
11 306 56
257 344 96
344 257 96
245 384 61
384 245 61
166 322 90
322 166 90
319 132 38
132 319 38
397 290 14
290 397 14
87 321 74
321 87 74
49 0 53
0 49 53
191 194 16
194 191 16
366 146 50
146 366 50
177 52 61
52 177 61
34 262 57
262 34 57
382 107 93
107 382 93
295 226 15
226 295 15
199 276 95
276 199 95
89 142 34
142 89 34
362 16 35
16 362 35
278 157 37
157 278 37
387 22 59
22 387 59
300 8 21
8 300 21
109 342 81
342 109 81
302 238 7
238 302 7
369 176 4
176 369 4
199 258 47
258 199 47
115 21 35
21 115 35
137 300 44
300 137 44
126 144 99
144 126 99
66 118 59
118 66 59
32 28 21
28 32 21
259 172 4
172 259 4
387 277 72
277 387 72
343 28 82
28 343 82
90 314 55
314 90 55
158 336 90
336 158 90
247 236 87
236 247 87
325 380 86
380 325 86
297 262 77
262 297 77
282 242 98
242 282 98
47 124 9
124 47 9
220 280 96
280 220 96
49 253 40
253 49 40
77 387 82
387 77 82
344 342 92
342 344 92
280 385 39
385 280 39
116 272 17
272 116 17
48 210 8
210 48 8
99 108 22
108 99 22
277 390 64
390 277 64
27 37 41
37 27 41
221 385 10
385 221 10
74 277 88
277 74 88
62 212 84
212 62 84
356 304 64
304 356 64
293 196 32
196 293 32
165 13 80
13 165 80
376 173 32
173 376 32
36 196 61
196 36 61
378 60 88
60 378 88
367 353 77
353 367 77
129 175 15
175 129 15
339 249 92
249 339 92
179 263 56
263 179 56
363 172 13
172 363 13
27 65 61
65 27 61
159 183 26
183 159 26
292 111 51
111 292 51
124 147 47
147 124 47
185 77 60
77 185 60
225 396 65
396 225 65
303 125 40
125 303 40
318 65 42
65 318 42
162 196 57
196 162 57
171 160 29
160 171 29
84 139 47
139 84 47
97 251 30
251 97 30
123 143 41
143 123 41
240 174 56
174 240 56
181 265 51
265 181 51
392 306 8
306 392 8
204 291 92
291 204 92
364 73 76
73 364 76
104 272 25
272 104 25
355 302 48
302 355 48
50 395 22
395 50 22
221 187 48
187 221 48
177 56 34
56 177 34
358 321 38
321 358 38
395 264 82
264 395 82
301 272 68
272 301 68
322 77 11
77 322 11
84 342 49
342 84 49
356 267 56
267 356 56
210 267 6
267 210 6
205 142 27
142 205 27
344 190 56
190 344 56
0 277 15
277 0 15
322 315 62
315 322 62
186 249 63
249 186 63
11 17 38
17 11 38
88 28 52
28 88 52
33 113 47
113 33 47
83 21 66
21 83 66
39 184 34
184 39 34
398 389 76
389 398 76
177 334 66
334 177 66
134 286 95
286 134 95
49 160 62
160 49 62
263 299 11
299 263 11
26 310 28
310 26 28
57 121 83
121 57 83
122 168 66
168 122 66
95 386 6
386 95 6
279 120 56
120 279 56
221 396 33
396 221 33
107 15 67
15 107 67
393 262 68
262 393 68
154 25 31
25 154 31
53 388 10
388 53 10
226 265 26
265 226 26
299 248 0
248 299 0
147 54 25
54 147 25
27 126 81
126 27 81
248 75 14
75 248 14
134 300 52
300 134 52
102 6 29
6 102 29
318 48 26
48 318 26
287 226 43
226 287 43
265 126 92
126 265 92
317 145 11
145 317 11
64 199 36
199 64 36
91 278 17
278 91 17
291 353 83
353 291 83
198 395 17
395 198 17
51 299 72
299 51 72
9 229 10
229 9 10
21 99 58
99 21 58
299 386 84
386 299 84
310 387 20
387 310 20
56 198 84
198 56 84
207 286 28
286 207 28
119 390 38
390 119 38
318 385 56
385 318 56
321 285 80
285 321 80
330 114 90
114 330 90
303 213 48
213 303 48
203 151 32
151 203 32
198 306 95
306 198 95
137 26 51
26 137 51
287 162 10
162 287 10
173 390 48
390 173 48
128 110 38
110 128 38
24 222 1
222 24 1
309 54 83
54 309 83
375 244 87
244 375 87
140 392 90
392 140 90
243 277 40
277 243 40
149 72 77
72 149 77
127 275 16
275 127 16
289 285 89
285 289 89
280 285 17
285 280 17
342 324 35
324 342 35
322 300 10
300 322 10
184 309 97
309 184 97
276 301 39
301 276 39
119 178 31
178 119 31
268 202 8
202 268 8
395 77 24
77 395 24
284 315 65
315 284 65
116 200 82
200 116 82
58 76 70
76 58 70
332 376 80
376 332 80
59 137 44
137 59 44
370 273 53
273 370 53
319 149 55
149 319 55
159 268 85
268 159 85
390 136 88
136 390 88
351 83 17
83 351 17
327 320 84
320 327 84
93 36 37
36 93 37
213 397 79
397 213 79
142 277 39
277 142 39
279 222 61
222 279 61
153 75 80
75 153 80
302 182 91
182 302 91
171 20 82
20 171 82
259 108 85
108 259 85
295 177 12
177 295 12
215 162 57
162 215 57
251 299 85
299 251 85
298 112 34
112 298 34
164 269 86
269 164 86
338 182 91
182 338 91
93 148 54
148 93 54
216 120 88
120 216 88
28 228 73
228 28 73
323 357 37
357 323 37
138 119 95
119 138 95
389 18 32
18 389 32
240 83 18
83 240 18
70 241 82
241 70 82
339 327 20
327 339 20
121 118 86
118 121 86
135 164 86
164 135 86
141 380 6
380 141 6
129 360 86
360 129 86
354 283 43
283 354 43
363 233 23
233 363 23
203 268 41
268 203 41
225 110 24
110 225 24
164 389 44
389 164 44
237 108 82
108 237 82
324 224 68
224 324 68
66 156 26
156 66 26
147 117 12
117 147 12
102 0 56
0 102 56
371 285 37
285 371 37
156 308 92
308 156 92
25 49 17
49 25 17
87 25 33
25 87 33
76 222 22
222 76 22
136 204 46
204 136 46
360 25 64
25 360 64
117 251 12
251 117 12
234 264 14
264 234 14
186 372 60
372 186 60
160 295 97
295 160 97
49 51 5
51 49 5
93 76 6
76 93 6
362 163 32
163 362 32
347 192 54
192 347 54
169 328 10
328 169 10
268 289 35
289 268 35
384 358 39
358 384 39
296 144 55
